"Date of 
Encashment","Bond
Number",Name of the Political Party,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
23-11-2023,OC16882,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16868,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16880,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16878,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC5921,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC5919,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC5922,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC5920,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC14180,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC14182,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC14186,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC14184,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17289,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17291,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17293,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17295,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17297,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17227,Bharat Rashtra Samithi,10000000,*******7477,847,7620160
23-11-2023,OC17221,Bharat Rashtra Samithi,10000000,*******7477,847,7620160
23-11-2023,OC17225,Bharat Rashtra Samithi,10000000,*******7477,847,7620160
23-11-2023,OC17219,Bharat Rashtra Samithi,10000000,*******7477,847,7620160
23-11-2023,OC17223,Bharat Rashtra Samithi,10000000,*******7477,847,7620160
23-11-2023,OC3988,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC3990,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC3984,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC3986,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16781,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16775,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16776,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16780,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16784,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16778,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16792,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16788,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16794,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16790,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16782,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16786,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16777,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16779,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16764,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16770,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16772,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16766,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16774,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16768,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16744,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16738,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16740,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16742,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC16736,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17273,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17249,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17259,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17275,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17271,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17269,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17267,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17261,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17263,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17253,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17265,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17277,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17251,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17255,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17257,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17281,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17279,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17287,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17283,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC17285,Bharatiya Janata Party,10000000,*******8244,691,8212066
23-11-2023,OC14108,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,TL3313,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL3309,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL3311,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL3307,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL3305,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,OC16756,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16762,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16760,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16754,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16758,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,TL7479,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7483,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7481,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7477,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7485,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14930,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL14932,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL14938,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL14934,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,TL14936,Bharatiya Janata Party,1000000,*******8244,691,8212066
24-11-2023,OC14150,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14168,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14142,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14146,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14148,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14154,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14156,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14130,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14136,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14172,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14178,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14134,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14138,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14162,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14144,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14158,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14166,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14160,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14132,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14176,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14164,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14174,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14170,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14152,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14140,Biju Janata Dal,10000000,*******4340,41,5665493
24-11-2023,OC14283,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC14281,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,TL14939,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14941,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14947,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14937,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14951,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14933,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14945,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14949,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14935,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL14943,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,OC15218,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC15216,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC16746,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16748,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16752,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,OC16750,"President, All India Congress Committee",10000000,*******4012,691,8212066
24-11-2023,TL7467,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7473,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7471,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7475,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,TL7469,"President, All India Congress Committee",1000000,*******4012,691,8212066
24-11-2023,OC16860,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC16864,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC16862,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC15214,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC15206,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,7620160
24-11-2023,OC15210,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,7620160
24-11-2023,OC15212,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,7620160
24-11-2023,OC15208,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,7620160
24-11-2023,TT10508,Bharatiya Janata Party,10000,*******8244,691,8212066
24-11-2023,OC17303,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17299,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17305,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17307,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17301,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17311,Bharatiya Janata Party,10000000,*******8244,691,8212066
24-11-2023,OC17309,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC16933,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16925,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16949,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16931,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16945,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16939,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16927,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16947,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16943,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16935,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16921,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16937,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16941,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16923,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16929,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC14291,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC14287,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC14285,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC14293,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC14289,Bharatiya Janata Party,10000000,*******8244,691,8212066
28-11-2023,OC16871,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16887,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16877,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16879,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16883,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16869,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16875,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16885,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16881,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16873,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16866,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,TL7474,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7472,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7478,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7480,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7468,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7470,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7466,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7476,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7464,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,TL7462,"President, All India Congress Committee",1000000,*******4012,691,8212066
28-11-2023,OC16909,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16911,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,TL15750,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15454,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15456,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15462,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15458,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15460,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,TL15452,All India Trinamool Congress,1000000,*******0688,1,3490777
28-11-2023,OL29823,All India Trinamool Congress,100000,*******0688,1,3490777
28-11-2023,OL29821,All India Trinamool Congress,100000,*******0688,1,3490777
28-11-2023,OL29825,All India Trinamool Congress,100000,*******0688,1,3490777
28-11-2023,OC15639,All India Trinamool Congress,10000000,*******0688,1,3490777
28-11-2023,OC15641,All India Trinamool Congress,10000000,*******0688,1,3490777
28-11-2023,OC15657,All India Trinamool Congress,10000000,*******0688,1,3490777
28-11-2023,OC15655,All India Trinamool Congress,10000000,*******0688,1,3490777
28-11-2023,TL7490,Telugu Desam Party,1000000,*******3067,847,7620160
28-11-2023,OC16890,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16900,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16902,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16892,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16898,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16906,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16888,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16896,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16904,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC16894,"President, All India Congress Committee",10000000,*******4012,691,8212066
28-11-2023,OC15653,All India Trinamool Congress,10000000,*******0688,1,3490777
28-11-2023,OC15637,All India Trinamool Congress,10000000,*******0688,1,3490777
01-12-2023,OC17392,Bharatiya Janata Party,10000000,*******8244,691,5690595
01-12-2023,TL15754,Bharatiya Janata Party,1000000,*******8244,691,5690595
01-12-2023,TL15752,Bharatiya Janata Party,1000000,*******8244,691,5690595
01-12-2023,TL15449,Bharatiya Janata Party,1000000,*******8244,691,5690595
02-12-2023,OC14220,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14210,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14204,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14202,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14208,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14200,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14224,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14214,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14218,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14206,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14216,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14222,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14212,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14228,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14244,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14246,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14242,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14256,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14258,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14250,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14252,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14230,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14248,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14254,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
02-12-2023,OC14226,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14194,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14198,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14196,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14192,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14234,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14232,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14240,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14238,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
04-12-2023,OC14236,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),10000000,*******6354,847,6391354
08-01-2024,OC16967,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16959,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16957,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16965,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16953,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16951,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16955,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16969,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16963,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,OC16961,Telugu Desam Party,10000000,*******3067,847,7620160
08-01-2024,TL7489,Telugu Desam Party,1000000,*******3067,847,7620160
08-01-2024,TL7487,Telugu Desam Party,1000000,*******3067,847,7620160
10-01-2024,OC15674,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15680,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15688,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15710,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15672,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15716,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15712,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15698,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15726,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15718,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15714,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15670,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15724,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15702,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15722,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15666,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15704,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15720,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15732,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15682,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15678,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15684,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15690,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15694,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15708,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15676,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15692,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15728,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15686,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15696,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15706,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15734,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15668,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15700,All India Trinamool Congress,10000000,*******0688,1,3490777
10-01-2024,OC15730,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,TL16079,All India Trinamool Congress,1000000,*******0688,1,3490777
11-01-2024,OC16968,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16970,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16978,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16982,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16980,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16974,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16986,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16976,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16972,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16984,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC5952,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC5956,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC5923,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC5954,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC5925,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16975,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16971,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16979,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16973,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC16977,Telugu Desam Party,10000000,*******3067,847,7620160
11-01-2024,OC15268,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15262,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15308,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15332,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15298,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15328,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15254,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15288,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15230,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15234,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15250,All India Trinamool Congress,10000000,*******0688,1,3490777
11-01-2024,OC15330,All India Trinamool Congress,10000000,*******0688,1,3490777
